,city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,Rent Frequnecy,Accommodation Types
197, الرياض,   حي طويق ,جنوب شرقي,300,0,7,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1,36000,Unkown,house
198, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000,Unkown,house
199, الخبر,   حي التحلية ,جنوب,300,0,5,5,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,75000,Unkown,house
200, جدة,   حي طيبة ,جنوب,312,7,5,5,2,1,1,0,1,0,1,1,0,0,0,1,0,0,0,65000,Unkown,house
201, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000,Unkown,house
202, الرياض,   حي ظهرة لبن ,شرق,450,2,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,60000,Unkown,house
203, الخبر,   حي اللؤلؤ ,غرب,300,0,6,4,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,house
204, جدة,   حي البساتين ,جنوب,350,10,4,4,2,0,1,1,1,0,1,1,0,1,0,1,0,0,0,90000,Unkown,house
205, الرياض,   حي الملقا ,شرق,200,0,3,5,2,0,0,0,1,0,0,0,0,1,0,1,1,0,0,120000,Unkown,house
206, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,Unkown,Unkown
207, الرياض,   حي الرائد ,جنوب,340,8,5,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,90000,Unkown,house
208, الرياض,   حي العقيق ,شرق,840,7,5,5,3,1,1,1,1,0,1,1,0,1,1,0,1,0,1,150000,Unkown,house
209, الرياض,   حي العليا ,جنوب,520,25,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,95000,Unkown,house
210, الرياض,   حي المونسية ,شمال,312,2,3,5,2,1,1,0,1,1,1,1,0,1,0,0,1,0,0,145000,Unkown,house
211, الرياض,   حي طويق ,شرق,350,0,5,5,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,38000,Monthly,Unkown
212, الرياض,   حي الحائر ,شمال,200,13,5,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16000,Unkown,floor
213, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,Unkown,house
214, جدة,   حي طيبة ,شمال,312,4,5,5,3,1,1,1,0,0,0,1,0,1,0,1,0,0,0,90000,Unkown,house
215, جدة,   حي المحمدية ,شرق,375,9,5,5,2,1,0,1,1,0,0,1,1,1,0,0,1,0,0,100000,Unkown,house
216, الرياض,   حي الرحمانية ,شمال,450,12,7,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,130000,Unkown,house
217, جدة,   حي الشاطئ ,شمال,300,0,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,250000,Unkown,Unkown
218, الدمام,   حي النزهة ,غرب,312,0,1,5,2,1,1,0,0,1,1,1,0,1,0,1,1,0,0,80000,Unkown,house
219, جدة,   حي الزهراء ,جنوب,400,7,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000,Unkown,house
220, الرياض,   حي السليمانية ,شمال,300,28,6,5,2,1,0,1,1,0,0,0,1,1,0,0,1,0,0,95000,Unkown,Unkown
221, الرياض,   حي المنار ,غرب,450,35,3,3,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,65000,Unkown,house
222, الرياض,   حي الياسمين ,شمال غربي,390,5,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,150000,Unkown,house
223, الرياض,   حي المرسلات ,جنوب,520,35,4,4,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,150000,Unkown,house
224, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,Unkown,Unkown
225, الدمام,   حي الحمراء ,شرق,600,9,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,85000,Unkown,house
226, الخبر,   حي الصواري ,شرق,450,0,5,5,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,80000,Unkown,house
227, الخبر,   حي الحزام الاخضر ,جنوب شرقي,574,30,4,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,180000,Unkown,house
228, الخبر,   حي الحزام الاخضر ,جنوب شرقي,574,30,4,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,180000,Unkown,house
229, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,Unkown,house
230, جدة,   حي الياقوت ,غرب,312,10,3,5,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,60000,Unkown,Unkown
231, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000,Unkown,house
232, الرياض,   حي المونسية ,جنوب,360,2,4,3,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,55000,Unkown,house
233, الخبر,   حي التحلية ,شرق,330,0,4,5,4,1,1,1,1,0,1,1,0,1,0,0,0,0,0,80000,Unkown,house
234, الخبر,   حي التحلية ,جنوب,300,0,5,5,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,75000,Unkown,house
235, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000,Unkown,house
236, الخبر,   حي الصواري ,شمال,312,0,5,5,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,45000,Unkown,house
237, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,Unkown,house
238, الدمام,   حي الشعلة ,جنوب,300,5,5,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,60000,Unkown,house
239, الرياض,   حي الملقا ,شمال,200,0,4,5,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,120000,Unkown,house
240, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000,Unkown,floor
241, الخبر,   حي البحيرة ,شمال,300,0,4,5,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,45000,Unkown,house
242, الرياض,   حي الواحة ,جنوب,500,20,7,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,90000,Unkown,house
243, الرياض,   حي الملك فيصل ,جنوب,375,18,6,5,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,56000,Unkown,floor
244, جدة,   حي المحمدية ,شرق,375,9,5,5,2,1,0,1,1,0,0,1,1,1,0,0,1,0,0,100000,Unkown,house
245, الرياض,   حي المونسية ,شرق,200,5,7,5,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0,50000,Unkown,house
246, الرياض,   حي العارض ,شرق,300,3,5,5,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,100000,Unkown,house
247, الدمام,   حي الحمراء ,شرق,600,9,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,85000,Unkown,house
248, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,Unkown,house
249, الرياض,   حي اليرموك ,جنوب,275,10,5,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,60000,Unkown,house
250, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,Monthly,house
251, الخبر,   حي اللؤلؤ ,غرب,437,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
252, جدة,   حي طيبة ,شمال,600,3,5,5,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,38000,Unkown,house
253, الخبر,   حي العليا ,شمال,325,14,4,5,2,1,0,1,1,0,1,0,0,1,0,1,1,0,0,65000,Unkown,house
254, الخبر,   حي الصواري ,شمال,312,0,5,5,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,45000,Unkown,house
255, الرياض,   حي العارض ,شرق,300,0,4,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,130000,Unkown,house
256, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,Unkown,house
257, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,Unkown,house
258, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,Unkown,house
259, جدة,   حي الرحمانية ,غرب,300,0,5,5,2,1,0,0,0,1,1,0,0,1,0,1,1,0,0,72000,Unkown,house
260, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,Unkown,house
261, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,Unkown,house
262, الخبر,   حي الصواري ,شمال,312,0,5,5,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,45000,Unkown,house
263, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,Unkown,house
264, جدة,   حي الشاطئ ,شمال شرقي,300,2,3,4,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,150000,Monthly,house
265, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000,Unkown,house
266, الرياض,   حي الرمال ,غرب,298,0,4,4,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,60000,Monthly,house
267, الخبر,   حي المدينة الرياضية ,جنوب غربي,200,7,5,4,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,43000,Unkown,apartment
268, الرياض,   حي الرمال ,شمال شرقي,388,0,5,4,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,55000,Unkown,house
269, الخبر,   حي اللؤلؤ ,غرب,437,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
270, الرياض,   حي الملقا ,جنوب,353,3,4,3,2,1,1,0,1,1,1,0,1,0,0,0,1,0,0,140000,Unkown,house
271, جدة,   حي البساتين ,شرق,650,20,7,5,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,120000,Unkown,house
272, الرياض,   حي طويق ,شرق,400,32,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,800000,Unkown,house
273, الرياض,   حي القادسية ,جنوب,372,0,4,4,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,60000,Unkown,floor
274, الرياض,   حي بدر ,3 شوارع,870,33,5,5,2,1,1,1,0,0,0,1,0,1,0,0,1,0,0,65000,Unkown,floor
275, جدة,   حي ابحر الشمالية ,غرب,310,0,6,5,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,50000,Unkown,house
276, الرياض,   حي السليمانية ,غرب,220,9,4,4,3,1,1,0,1,0,1,0,0,1,0,1,1,0,0,90000,Unkown,house
277, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,Unkown,house
278, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,Unkown,house
279, الخبر,   حي العقيق ,شمال,367,0,7,5,3,1,1,0,1,0,0,1,0,1,0,1,1,0,1,45000,Unkown,house
280, جدة,   حي بريمان ,جنوب,350,0,7,5,2,1,1,0,1,0,0,1,0,0,0,1,1,1,0,45000,Unkown,house
281, جدة,   حي المنتزه ,شمال,500,0,5,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,140000,Unkown,house
282, الدمام,   حي الاثير ,شرق,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000,Unkown,house
283, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000,Unkown,house
284, جدة,   حي الياقوت ,شرق,280,0,5,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,50000,Unkown,house
285, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,Unkown,house
286, الرياض,   حي الربوة ,غرب,330,10,5,5,2,1,0,1,1,0,1,0,0,1,0,0,1,0,0,79000,Unkown,house
287, الرياض,   حي العارض ,شرق,250,2,4,5,2,1,0,0,1,0,1,0,0,1,0,1,1,0,0,85000,Unkown,house
288, الرياض,   حي الشرق ,شرق,380,0,5,2,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,45000,Unkown,floor
289, الرياض,   حي الوادي ,شمال,900,10,5,5,4,1,1,1,1,1,1,1,0,1,0,0,1,0,1,250000,Unkown,house
290, جدة,   حي الزمرد ,غرب,300,0,5,4,2,1,0,0,1,1,1,0,1,1,0,0,1,0,0,220000,Unkown,house
291, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000,Unkown,house
292, جدة,   حي البساتين ,جنوب,350,10,4,4,2,0,1,1,1,0,1,1,0,1,0,1,0,0,0,90000,Unkown,house
293, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000,Unkown,floor
294, جدة,   حي ابحر الشمالية ,شمال,250,2,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,Unkown,Unkown
295, الرياض,   حي طويق ,غرب,375,2,5,5,3,1,1,0,1,0,0,1,0,1,0,0,1,0,1,38000,Unkown,house
296, الرياض,   حي الملك عبدالله ,شمال,500,2,5,5,2,1,1,1,1,0,1,0,1,1,1,0,1,0,0,170000,Unkown,Unkown
297, جدة,   حي الزهراء ,جنوب,400,7,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000,Unkown,house
298, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,Unkown,house
299, الخبر,   حي العليا ,شمال,325,14,4,5,2,1,0,1,1,0,1,0,0,1,0,1,1,0,0,65000,Unkown,house
300, الخبر,   حي الصواري ,شرق,450,0,5,5,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,80000,Unkown,house
301, الرياض,   حي الواحة ,جنوب,500,10,5,5,3,1,1,1,1,1,1,1,1,1,1,0,1,0,0,250000,Unkown,house
302, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,Unkown,house
303, جدة,   حي المحمدية ,شمال,250,8,4,3,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000,Unkown,house
304, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,Unkown,house
305, جدة,   حي الروضة ,شرق,100,0,2,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,62000,Unkown,Unkown
306, الرياض,   حي المونسية ,شرق,225,0,4,3,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,100000,Unkown,house
307, الخبر,   حي اللؤلؤ ,غرب,437,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
308, الرياض,   حي العليا ,غرب,600,7,6,5,4,1,1,1,1,0,1,0,0,1,0,0,1,0,0,200000,Unkown,house
309, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,Unkown,house
310, جدة,   حي الزهراء ,غرب,400,6,7,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,160000,Unkown,house
311, الرياض,   حي ظهرة لبن ,شرق,200,0,6,3,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,35000,Unkown,Unkown
312, جدة,   حي طيبة ,شمال,600,3,5,5,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,38000,Unkown,house
313, الخبر,   حي التحلية ,شرق,330,0,4,5,4,1,1,1,1,0,1,1,0,1,0,0,0,0,0,80000,Unkown,house
314, الخبر,   حي العليا ,شمال,325,14,4,5,2,1,0,1,1,0,1,0,0,1,0,1,1,0,0,65000,Unkown,house
315, الرياض,   حي الياسمين ,شمال شرقي,350,4,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,1,125000,Unkown,house
316, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,Unkown,house
317, الرياض,   حي النسيم الشرقي ,جنوب غربي,600,20,5,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,35000,Unkown,house
318, الخبر,   حي التحلية ,جنوب,300,0,4,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,65000,Unkown,house
319, جدة,   حي البساتين ,شرق,650,20,7,5,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,120000,Unkown,house
320, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,Unkown,house
321, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000,Unkown,house
322, الرياض,   حي المعيزلة ,غرب,250,0,5,5,3,0,1,1,1,0,0,0,0,1,0,0,0,0,0,55000,Unkown,house
323, الرياض,   حي العليا ,شمال,300,3,5,5,3,1,0,1,1,0,1,1,0,1,0,0,1,1,0,100000,Unkown,house
324, الرياض,   حي الرمال ,شمال شرقي,390,0,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,55000,Unkown,house
325, الخبر,   حي الشراع ,شمال شرقي,437,3,7,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,1,80000,Unkown,house
326, الخبر,   حي الكورنيش ,جنوب,300,13,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000,Unkown,house
327, الخبر,   حي الكورنيش ,جنوب,300,13,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000,Unkown,house
328, جدة,   حي الزهراء ,جنوب,400,7,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000,Unkown,house
329, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,Unkown,house
330, الرياض,   حي العليا ,شرق,300,13,4,5,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,100000,Unkown,house
331, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,Unkown,house
332, الرياض,   حي العليا ,جنوب,520,23,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,95000,Unkown,house
333, الرياض,   حي الورود ,غرب,1392,15,7,5,4,1,1,1,1,0,1,1,0,1,1,0,1,0,0,350000,Unkown,house
334, الرياض,   حي الندى ,شمال شرقي,950,7,5,5,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,350000,Unkown,house
335, الرياض,   حي النرجس ,شرق,250,0,3,5,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,85000,Unkown,house
336, الخبر,   حي الراكة الجنوبية ,شمال,200,4,6,5,2,1,1,0,1,0,1,0,1,1,0,1,1,0,0,85000,Unkown,house
337, الخبر,   حي اللؤلؤ ,غرب,330,0,6,4,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,floor
338, جدة,   حي النعيم ,شرق,300,10,7,5,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,50000,Unkown,house
339, الخبر,   حي الصواري ,شمال,312,0,5,5,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,45000,Unkown,house
340, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,Unkown,house
341, الرياض,   حي اليرموك ,شمال,300,0,5,4,2,1,0,0,1,0,1,1,0,1,0,1,1,0,1,70000,Unkown,house
342, جدة,   حي الزمرد ,شمال,312,2,5,5,3,1,1,1,1,0,0,1,0,1,0,1,0,1,1,55000,Unkown,house
343, الرياض,   حي ظهرة لبن ,شرق,312,0,5,5,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,70000,Unkown,house
344, الخبر,   حي اللؤلؤ ,غرب,330,0,6,4,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,floor
345, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,Monthly,house
346, الدمام,   حي ضاحية الملك فهد ,غرب,300,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,12000,Unkown,house
347, الرياض,   حي قرطبة ,جنوب,441,6,5,5,4,1,1,1,1,1,1,1,0,1,0,0,0,0,1,130000,Unkown,house
348, جدة,   حي الحمدانية ,3 شوارع,300,0,5,5,3,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1300000,Unkown,house
349, الخبر,   حي الصواري ,شرق,450,0,5,5,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,80000,Unkown,house
350, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000,Unkown,house
351, الرياض,   حي العارض ,شمال,330,0,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,85000,Unkown,house
352, الرياض,   حي طويق ,غرب,420,0,3,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,35000,Unkown,house
353, الرياض,   حي الرمال ,جنوب شرقي,300,0,4,4,2,1,1,1,1,0,0,0,0,1,0,0,1,0,1,40000,Unkown,house
354, جدة,   حي الروضة ,جنوب غربي,250,10,4,4,2,1,0,0,0,0,1,1,0,1,0,1,1,0,0,100000,Unkown,house
355, الرياض,   حي الياسمين ,شمال,250,4,4,5,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,95000,Unkown,Unkown
356, جدة,   حي الاندلس ,شرق,980,31,7,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,130000,Unkown,Unkown
357, الخبر,   حي الصواري ,جنوب,400,0,5,5,3,0,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,Unkown,house
358, الرياض,   حي الرمال ,شرق,298,0,3,4,2,1,0,0,1,0,0,0,0,1,0,0,1,0,1,45000,Unkown,house
359, الخبر,   حي الكورنيش ,جنوب,350,10,5,5,5,1,1,1,1,0,1,0,0,1,0,1,1,0,0,150000,Unkown,house
360, الرياض,   حي القادسية ,غرب,250,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,50000,Unkown,house
361, الخبر,   حي اللؤلؤ ,غرب,437,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
362, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,Unkown,house
363, جدة,   حي الزمرد ,شمال,350,0,4,4,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,36000,Daily,house
364, جدة,   حي الشاطئ ,شمال,300,0,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,250000,Unkown,Unkown
365, جدة,   حي الشاطئ ,شمال,300,0,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,250000,Unkown,Unkown
366, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,Unkown,house
367, الخبر,   حي الراكة الجنوبية ,شمال,200,4,6,5,2,1,1,0,1,0,1,0,1,1,0,1,1,0,0,85000,Unkown,house
368, الخبر,   حي الصواري ,جنوب,400,0,5,5,3,0,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,Unkown,house
369, الدمام,   حي الحمراء ,شرق,600,9,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,85000,Unkown,house
370, الخبر,   حي الامواج ,غرب,437,0,7,5,2,0,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
371, جدة,   حي طيبة ,شمال,600,3,5,5,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,38000,Unkown,house
372, الخبر,   حي البحيرة ,غرب,375,0,4,4,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,80000,Unkown,house
373, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,Unkown,house
374, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,Unkown,house
375, الرياض,   حي الرمال ,شمال غربي,280,0,3,5,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,40000,Unkown,house
376, الخبر,   حي البحيرة ,غرب,375,0,4,4,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,80000,Unkown,house
377, الخبر,   حي الكورنيش ,جنوب,350,10,5,5,5,1,1,1,1,0,1,0,0,1,0,1,1,0,0,150000,Unkown,house
378, الرياض,   حي النرجس ,جنوب,600,0,5,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,150000,Unkown,house
379, الرياض,   حي الرمال ,غرب,216,0,5,5,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,40000,Unkown,house
380, الخبر,   حي التحلية ,شرق,330,0,4,5,4,1,1,1,1,0,1,1,0,1,0,0,0,0,0,80000,Unkown,house
381, جدة,   حي النعيم ,شرق,480,7,5,4,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,130000,Unkown,house
382, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,Unkown,Unkown
383, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000,Unkown,house
384, الخبر,   حي التحلية ,جنوب,300,0,5,5,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,75000,Unkown,house
385, الخبر,   حي التحلية ,شرق,330,0,4,5,4,1,1,1,1,0,1,1,0,1,0,0,0,0,0,80000,Unkown,house
386, الخبر,   حي العليا ,شمال,325,14,4,5,2,1,0,1,1,0,1,0,0,1,0,1,1,0,0,65000,Unkown,house
387, جدة,   حي الزهراء ,شمال,350,6,5,5,4,1,1,1,1,0,1,1,1,1,0,1,1,0,0,160000,Unkown,house
388, الرياض,   حي الملك عبدالعزيز ,شمال,375,0,6,5,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,90000,Unkown,house
389, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,Unkown,house
390, الرياض,   حي الرمال ,شمال غربي,350,0,4,4,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,40000,Unkown,house
391, الخبر,   حي الامواج ,غرب,437,0,7,5,2,0,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
392, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,Unkown,house
393, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,Unkown,Unkown
394, الرياض,   حي طويق ,شمال,750,8,6,5,2,0,1,0,1,0,0,1,0,1,0,0,1,0,1,45000,Unkown,house
